,time_range,corporation,contrib_type,primary_osm_tag_keys,edits,edits_share,edits_cumulative_share,contributors,contributors_share
8,t0,nc,DELETED,['highway'],140462,0.017,0.745,2722,0.078
9,t0,nc,TAG,['building'],138039,0.016,0.761,3985,0.114
10,t0,nc,NONE,['building'],128783,0.015,0.776,1698,0.049
11,t0,nc,CREATED,['place'],128450,0.015,0.792,803,0.023
12,t0,nc,CREATED,['waterway'],109007,0.013,0.805,1794,0.051
13,t0,nc,CREATED,['power'],105450,0.013,0.817,418,0.012
14,t0,nc,CREATED,['other'],82947,0.01,0.827,4912,0.141
15,t0,nc,TAG,['other'],82124,0.01,0.837,2141,0.061
16,t0,nc,TAG,['railway'],76201,0.009,0.846,405,0.012
17,t0,nc,CREATED,['natural'],67683,0.008,0.854,2451,0.07
18,t0,nc,CREATED,['railway'],61743,0.007,0.862,568,0.016
19,t0,nc,GEOMETRY,['waterway'],54326,0.006,0.868,2702,0.077
0,t1,nc,CREATED,['building'],1862676,0.31,0.31,8076,0.518
1,t1,nc,CREATED,['highway'],992493,0.165,0.475,4996,0.32
2,t1,nc,GEOMETRY,['highway'],830784,0.138,0.613,6752,0.433
3,t1,nc,GEOMETRY,['building'],296499,0.049,0.662,4271,0.274
4,t1,nc,TAG,['highway'],248157,0.041,0.703,2950,0.189
5,t1,nc,CREATED,['power'],122839,0.02,0.724,280,0.018
6,t1,nc,DELETED,['building'],121279,0.02,0.744,2512,0.161
7,t1,nc,CREATED,['landuse'],108248,0.018,0.762,2441,0.156
8,t1,nc,CREATED,['place'],105236,0.017,0.779,651,0.042
9,t1,nc,DELETED,['highway'],69037,0.011,0.791,1800,0.115
10,t1,nc,TAG_GEOMETRY,['highway'],65981,0.011,0.802,1847,0.118
11,t1,nc,CREATED,['waterway'],60039,0.01,0.812,986,0.063
12,t1,nc,CREATED,['amenity'],55509,0.009,0.821,3940,0.253
13,t1,nc,GEOMETRY,['waterway'],53115,0.009,0.83,1600,0.103
14,t1,nc,TAG,['building'],53062,0.009,0.839,2862,0.183
15,t1,nc,CREATED,['natural'],48831,0.008,0.847,1221,0.078
16,t1,nc,TAG,['amenity'],46141,0.008,0.854,2096,0.134
17,t1,nc,CREATED,['other'],43228,0.007,0.862,2318,0.149
18,t1,nc,NONE,['building'],40788,0.007,0.868,913,0.059
19,t1,nc,TAG,['railway'],35539,0.006,0.874,312,0.02
