,time_range,corporation,contrib_type,primary_osm_tag_keys,edits,edits_share,edits_cumulative_share,contributors,contributors_share
16,t1,Apple,CREATED,['barrier'],16583,0.008,0.917,219,0.382
17,t1,Kaart,TAG,['other'],12303,0.006,0.923,38,0.066
18,t1,Kaart,NONE,['other'],9576,0.005,0.928,38,0.066
19,t1,Apple,CREATED,['other'],8618,0.004,0.933,199,0.347
0,t0,nc,CREATED,['building'],800477,0.428,0.428,5470,0.632
1,t0,nc,GEOMETRY,['highway'],164280,0.088,0.516,3881,0.449
2,t0,nc,DELETED,['building'],131966,0.071,0.586,1574,0.182
3,t0,nc,CREATED,['highway'],114705,0.061,0.647,2509,0.29
4,t0,nc,GEOMETRY,['building'],105630,0.056,0.704,2947,0.341
5,t0,nc,TAG,['building'],61697,0.033,0.737,805,0.093
6,t0,nc,TAG,['highway'],43465,0.023,0.76,943,0.109
7,t0,nc,CREATED,['other'],32303,0.017,0.777,921,0.106
8,t0,nc,CREATED,['natural'],31097,0.017,0.794,858,0.099
9,t0,nc,TAG_GEOMETRY,['highway'],28683,0.015,0.809,720,0.083
10,t0,nc,DELETED,['other'],27763,0.015,0.824,401,0.046
11,t0,nc,DELETED,['highway'],27265,0.015,0.839,677,0.078
12,t0,nc,CREATED,['landuse'],22626,0.012,0.851,1133,0.131
13,t0,nc,NONE,['other'],20487,0.011,0.862,569,0.066
14,t0,nc,TAG,['other'],17226,0.009,0.871,422,0.049
15,t0,nc,CREATED,['waterway'],15707,0.008,0.879,590,0.068
16,t0,nc,GEOMETRY,['waterway'],11893,0.006,0.886,801,0.093
17,t0,nc,CREATED,['amenity'],10180,0.005,0.891,1374,0.159
18,t0,nc,CREATED,['power'],9904,0.005,0.896,70,0.008
19,t0,nc,NONE,['highway'],9782,0.005,0.902,512,0.059
0,t1,nc,CREATED,['building'],271905,0.298,0.298,1858,0.464
1,t1,nc,GEOMETRY,['highway'],113883,0.125,0.423,1488,0.372
2,t1,nc,TAG,['highway'],61909,0.068,0.491,631,0.158
3,t1,nc,CREATED,['highway'],55713,0.061,0.552,955,0.239
4,t1,nc,GEOMETRY,['building'],42179,0.046,0.598,1061,0.265
5,t1,nc,DELETED,['building'],36427,0.04,0.638,661,0.165
6,t1,nc,CREATED,['natural'],33232,0.036,0.675,460,0.115
7,t1,nc,NONE,['highway'],18348,0.02,0.695,412,0.103
8,t1,nc,TAG,['building'],18030,0.02,0.715,514,0.128
9,t1,nc,DELETED,['highway'],16345,0.018,0.733,381,0.095
10,t1,nc,TAG_GEOMETRY,['highway'],15699,0.017,0.75,379,0.095
11,t1,nc,CREATED,['landuse'],11064,0.012,0.762,467,0.117
12,t1,nc,CREATED,['man_made'],10521,0.012,0.773,140,0.035
13,t1,nc,NONE,['other'],9441,0.01,0.784,283,0.071
14,t1,nc,CREATED,['amenity'],8491,0.009,0.793,758,0.189
15,t1,nc,GEOMETRY,['waterway'],6997,0.008,0.801,390,0.097
16,t1,nc,CREATED,['other'],6945,0.008,0.808,461,0.115
17,t1,nc,GEOMETRY,['landuse'],6811,0.007,0.816,598,0.149
18,t1,nc,TAG,['amenity'],6460,0.007,0.823,440,0.11
19,t1,nc,DELETED,['other'],6293,0.007,0.83,239,0.06
