,time_range,corporation,contrib_type,primary_osm_tag_keys,edits,edits_share,edits_cumulative_share,contributors,contributors_share
7,t1,Meta,GEOMETRY,['highway'],9355,0.017,0.869,31,0.07
8,t1,Grab,GEOMETRY,['building'],9227,0.016,0.886,72,0.162
9,t1,Grab,CREATED,['other'],6335,0.011,0.897,107,0.24
10,t1,Grab,CREATED,['barrier'],6313,0.011,0.908,15,0.034
11,t1,Grab,DELETED,['other'],4960,0.009,0.917,35,0.079
12,t1,Grab,NONE,['other'],4812,0.009,0.926,107,0.24
13,t1,Grab,DELETED,['highway'],3772,0.007,0.932,102,0.229
14,t1,Meta,NONE,['other'],2592,0.005,0.937,24,0.054
15,t1,Bolt,CREATED,['highway'],2283,0.004,0.941,33,0.074
16,t1,Grab,TAG,['building'],2278,0.004,0.945,20,0.045
17,t1,Apple,GEOMETRY,['other'],1983,0.004,0.949,66,0.148
18,t1,Grab,TAG,['barrier'],1928,0.003,0.952,16,0.036
19,t1,Bolt,GEOMETRY,['highway'],1756,0.003,0.955,34,0.076
0,t0,nc,GEOMETRY,['highway'],599793,0.289,0.289,1417,0.281
1,t0,nc,CREATED,['highway'],545715,0.263,0.553,1000,0.199
2,t0,nc,CREATED,['building'],242410,0.117,0.67,1153,0.229
3,t0,nc,DELETED,['other'],125630,0.061,0.73,170,0.034
4,t0,nc,TAG,['highway'],84263,0.041,0.771,613,0.122
5,t0,nc,GEOMETRY,['building'],56259,0.027,0.798,616,0.122
6,t0,nc,TAG_GEOMETRY,['highway'],47516,0.023,0.821,429,0.085
7,t0,nc,NONE,['other'],39758,0.019,0.84,309,0.061
8,t0,nc,TAG,['building'],24926,0.012,0.852,325,0.065
9,t0,nc,CREATED,['natural'],21593,0.01,0.862,267,0.053
10,t0,nc,CREATED,['other'],20322,0.01,0.872,641,0.127
11,t0,nc,DELETED,['highway'],20270,0.01,0.882,426,0.085
12,t0,nc,CREATED,['amenity'],17411,0.008,0.89,1683,0.334
13,t0,nc,NONE,['building'],15626,0.008,0.898,159,0.032
14,t0,nc,TAG_GEOMETRY,['building'],15440,0.007,0.905,151,0.03
15,t0,nc,DELETED,['building'],11737,0.006,0.911,302,0.06
16,t0,nc,NONE,['highway'],10830,0.005,0.916,417,0.083
17,t0,nc,CREATED,['waterway'],10818,0.005,0.922,208,0.041
18,t0,nc,CREATED,['landuse'],10544,0.005,0.927,391,0.078
19,t0,nc,CREATED,['power'],10251,0.005,0.932,41,0.008
0,t1,nc,GEOMETRY,['highway'],370077,0.251,0.251,1021,0.341
1,t1,nc,CREATED,['highway'],276921,0.188,0.439,773,0.258
2,t1,nc,TAG,['highway'],239744,0.163,0.601,784,0.262
3,t1,nc,CREATED,['building'],213858,0.145,0.746,527,0.176
4,t1,nc,TAG_GEOMETRY,['highway'],40275,0.027,0.773,478,0.16
5,t1,nc,GEOMETRY,['building'],26938,0.018,0.792,413,0.138
6,t1,nc,NONE,['highway'],21501,0.015,0.806,524,0.175
7,t1,nc,TAG,['building'],18300,0.012,0.819,397,0.133
8,t1,nc,CREATED,['natural'],17857,0.012,0.831,176,0.059
9,t1,nc,CREATED,['other'],17682,0.012,0.843,465,0.155
10,t1,nc,TAG,['other'],16632,0.011,0.854,378,0.126
11,t1,nc,DELETED,['highway'],13878,0.009,0.864,448,0.15
12,t1,nc,DELETED,['building'],13341,0.009,0.873,196,0.066
13,t1,nc,NONE,['other'],13324,0.009,0.882,347,0.116
14,t1,nc,DELETED,['other'],12719,0.009,0.89,167,0.056
15,t1,nc,CREATED,['amenity'],11439,0.008,0.898,934,0.312
16,t1,nc,CREATED,['landuse'],10132,0.007,0.905,223,0.075
17,t1,nc,TAG,['amenity'],7108,0.005,0.91,573,0.192
18,t1,nc,CREATED,['waterway'],6374,0.004,0.914,120,0.04
19,t1,nc,CREATED,['barrier'],5592,0.004,0.918,151,0.05
