,time_range,corporation,contrib_type,primary_osm_tag_keys,edits,edits_share,edits_cumulative_share,contributors,contributors_share
3,t1,nc,CREATED,['other'],168177,0.09,0.494,420,0.144
4,t1,nc,CREATED,['highway'],135505,0.073,0.567,830,0.285
5,t1,nc,TAG,['other'],108805,0.059,0.625,380,0.13
6,t1,nc,TAG,['building'],72119,0.039,0.664,764,0.262
7,t1,nc,GEOMETRY,['building'],59354,0.032,0.696,502,0.172
8,t1,nc,TAG_GEOMETRY,['highway'],41971,0.023,0.719,500,0.172
9,t1,nc,NONE,['other'],39769,0.021,0.74,415,0.143
10,t1,nc,NONE,['highway'],32279,0.017,0.757,514,0.177
11,t1,nc,GEOMETRY,['landuse'],31365,0.017,0.774,483,0.166
12,t1,nc,TAG,['railway'],24808,0.013,0.787,163,0.056
13,t1,nc,DELETED,['other'],21865,0.012,0.799,244,0.084
14,t1,nc,CREATED,['power'],19008,0.01,0.809,73,0.025
15,t1,nc,CREATED,['amenity'],17998,0.01,0.819,605,0.208
16,t1,nc,CREATED,['natural'],16728,0.009,0.828,225,0.077
17,t1,nc,DELETED,['highway'],15521,0.008,0.836,340,0.117
18,t1,nc,DELETED,['building'],14890,0.008,0.844,266,0.091
19,t1,nc,GEOMETRY,['other'],13279,0.007,0.852,402,0.138
