,time_range,corporation,contrib_type,primary_osm_tag_keys,edits,edits_share,edits_cumulative_share,contributors,contributors_share
17,t0,nc,DELETED,['landuse'],1806,0.003,0.961,143,0.053
18,t0,nc,TAG,['highway'],1641,0.003,0.964,119,0.044
19,t0,nc,TAG,['waterway'],1429,0.003,0.967,30,0.011
0,t1,nc,CREATED,['building'],417819,0.652,0.652,1867,0.841
1,t1,nc,GEOMETRY,['building'],68720,0.107,0.76,754,0.339
2,t1,nc,DELETED,['building'],44248,0.069,0.829,499,0.225
3,t1,nc,NONE,['building'],41735,0.065,0.894,213,0.096
4,t1,nc,CREATED,['landuse'],11372,0.018,0.912,158,0.071
5,t1,nc,DELETED,['landuse'],11018,0.017,0.929,98,0.044
6,t1,nc,GEOMETRY,['highway'],7767,0.012,0.941,454,0.204
7,t1,nc,CREATED,['highway'],7354,0.011,0.953,242,0.109
8,t1,nc,CREATED,['natural'],4559,0.007,0.96,75,0.034
9,t1,nc,DELETED,['highway'],2373,0.004,0.963,83,0.037
10,t1,nc,GEOMETRY,['landuse'],2009,0.003,0.967,368,0.166
11,t1,nc,TAG,['highway'],1774,0.003,0.969,72,0.032
12,t1,nc,CREATED,['barrier'],1652,0.003,0.972,49,0.022
13,t1,nc,DELETED,['place'],1622,0.003,0.975,17,0.008
14,t1,nc,TAG,['waterway'],1329,0.002,0.977,22,0.01
15,t1,nc,TAG,['building'],1323,0.002,0.979,59,0.027
16,t1,nc,CREATED,['waterway'],1288,0.002,0.981,52,0.023
17,t1,nc,TAG,['natural'],1285,0.002,0.983,21,0.009
18,t1,nc,GEOMETRY,['waterway'],994,0.002,0.984,78,0.035
19,t1,nc,CREATED,['other'],887,0.001,0.986,96,0.043
