,time_range,corporation,contrib_type,primary_osm_tag_keys,edits,edits_share,edits_cumulative_share,contributors,contributors_share
8,t0,nc,CREATED,['barrier'],171592,0.027,0.709,933,0.094
9,t0,nc,GEOMETRY,['landuse'],117021,0.019,0.727,1685,0.171
10,t0,nc,CREATED,['power'],85610,0.014,0.741,384,0.039
11,t0,nc,TAG_GEOMETRY,['highway'],76360,0.012,0.753,1545,0.156
12,t0,nc,CREATED,['other'],72203,0.011,0.765,1505,0.152
13,t0,nc,NONE,['highway'],69598,0.011,0.776,1333,0.135
14,t0,nc,TAG_GEOMETRY,['building'],60605,0.01,0.785,918,0.093
15,t0,nc,GEOMETRY,['natural'],59896,0.01,0.795,1180,0.119
16,t0,nc,TAG,['other'],58455,0.009,0.804,882,0.089
17,t0,nc,CREATED,['amenity'],54370,0.009,0.813,2927,0.296
18,t0,nc,DELETED,['highway'],53624,0.009,0.821,1272,0.129
19,t0,nc,NONE,['power'],53278,0.008,0.83,296,0.03
0,t1,nc,CREATED,['building'],909475,0.149,0.149,1815,0.269
1,t1,nc,TAG,['highway'],760696,0.124,0.273,1987,0.295
2,t1,nc,TAG,['building'],558212,0.091,0.364,1996,0.296
3,t1,nc,GEOMETRY,['highway'],534724,0.087,0.452,2571,0.381
4,t1,nc,CREATED,['highway'],410673,0.067,0.519,2276,0.338
5,t1,nc,GEOMETRY,['building'],205283,0.034,0.553,1478,0.219
6,t1,nc,TAG,['amenity'],164094,0.027,0.579,1328,0.197
7,t1,nc,CREATED,['landuse'],154874,0.025,0.605,989,0.147
8,t1,nc,CREATED,['natural'],151401,0.025,0.63,965,0.143
9,t1,nc,TAG,['shop'],136274,0.022,0.652,955,0.142
10,t1,nc,TAG,['place'],115565,0.019,0.671,459,0.068
11,t1,nc,CREATED,['barrier'],110016,0.018,0.689,814,0.121
12,t1,nc,NONE,['highway'],105787,0.017,0.706,1304,0.193
13,t1,nc,GEOMETRY,['landuse'],100349,0.016,0.722,1462,0.217
14,t1,nc,TAG_GEOMETRY,['highway'],73555,0.012,0.735,1197,0.178
15,t1,nc,TAG,['waterway'],70662,0.012,0.746,354,0.053
16,t1,nc,CREATED,['other'],68743,0.011,0.757,1121,0.166
17,t1,nc,CREATED,['power'],66910,0.011,0.768,308,0.046
18,t1,nc,TAG,['other'],56956,0.009,0.778,860,0.128
19,t1,nc,TAG,['landuse'],54561,0.009,0.786,728,0.108
