,time_range,corporation,contrib_type,primary_osm_tag_keys,edits,edits_share,edits_cumulative_share,contributors,contributors_share
2,t1,nc,CREATED,['highway'],185352,0.147,0.503,1130,0.218
3,t1,nc,CREATED,['building'],77837,0.062,0.565,726,0.14
4,t1,nc,TAG,['other'],72295,0.057,0.622,533,0.103
5,t1,nc,TAG_GEOMETRY,['highway'],36073,0.029,0.651,689,0.133
6,t1,nc,DELETED,['highway'],35395,0.028,0.679,595,0.115
7,t1,nc,CREATED,['other'],30175,0.024,0.703,755,0.146
8,t1,nc,CREATED,['waterway'],22635,0.018,0.721,191,0.037
9,t1,nc,DELETED,['other'],21852,0.017,0.738,272,0.052
10,t1,nc,NONE,['highway'],21372,0.017,0.755,613,0.118
11,t1,nc,CREATED,['amenity'],19136,0.015,0.77,1089,0.21
12,t1,nc,CREATED,['landuse'],18451,0.015,0.785,467,0.09
13,t1,nc,DELETED,['building'],14186,0.011,0.796,233,0.045
14,t1,nc,CREATED,['power'],13572,0.011,0.807,63,0.012
15,t1,nc,GEOMETRY,['landuse'],10945,0.009,0.816,576,0.111
16,t1,nc,TAG,['amenity'],10731,0.009,0.824,710,0.137
17,t1,nc,GEOMETRY,['building'],10644,0.008,0.833,413,0.08
18,t1,nc,CREATED,['shop'],10354,0.008,0.841,1389,0.268
19,t1,nc,GEOMETRY,['waterway'],7991,0.006,0.847,271,0.052
