,time_range,corporation,contrib_type,primary_osm_tag_keys,edits,edits_share,edits_cumulative_share,contributors,contributors_share
1,t1,nc,GEOMETRY,['building'],102201,0.209,0.745,1015,0.429
2,t1,nc,DELETED,['building'],32688,0.067,0.812,736,0.311
3,t1,nc,NONE,['building'],31139,0.064,0.875,292,0.123
4,t1,nc,GEOMETRY,['highway'],18181,0.037,0.913,1012,0.428
5,t1,nc,TAG,['building'],7840,0.016,0.929,112,0.047
6,t1,nc,CREATED,['highway'],7399,0.015,0.944,407,0.172
7,t1,nc,TAG,['highway'],3121,0.006,0.95,136,0.058
8,t1,nc,DELETED,['highway'],2601,0.005,0.956,158,0.067
9,t1,nc,GEOMETRY,['waterway'],2218,0.005,0.96,276,0.117
10,t1,nc,TAG,['other'],2005,0.004,0.964,85,0.036
11,t1,nc,GEOMETRY,['landuse'],1521,0.003,0.967,362,0.153
12,t1,nc,NONE,['other'],1509,0.003,0.97,137,0.058
13,t1,nc,TAG_GEOMETRY,['highway'],1402,0.003,0.973,126,0.053
14,t1,nc,CREATED,['other'],1030,0.002,0.975,157,0.066
15,t1,nc,TAG_GEOMETRY,['building'],907,0.002,0.977,114,0.048
16,t1,nc,TAG,['amenity'],889,0.002,0.979,80,0.034
17,t1,nc,DELETED,['other'],609,0.001,0.98,98,0.041
18,t1,nc,CREATED,['barrier'],507,0.001,0.981,36,0.015
19,t1,nc,DELETED,['barrier'],505,0.001,0.982,18,0.008
