,time_range,corporation,contrib_type,primary_osm_tag_keys,edits,edits_share,edits_cumulative_share,contributors,contributors_share
4,t1,Kaart,TAG,['highway'],21227,0.054,0.715,52,0.169
5,t1,Apple,GEOMETRY,['building'],15765,0.04,0.755,80,0.261
6,t1,DevelopmentSeed,CREATED,['power'],12602,0.032,0.787,1,0.003
7,t1,Kaart,NONE,['highway'],7812,0.02,0.806,47,0.153
8,t1,Apple,TAG,['highway'],6594,0.017,0.823,107,0.349
9,t1,Kaart,CREATED,['barrier'],6339,0.016,0.839,41,0.134
10,t1,Kaart,TAG_GEOMETRY,['highway'],6138,0.015,0.854,50,0.163
11,t1,Apple,TAG_GEOMETRY,['highway'],5227,0.013,0.868,94,0.306
12,t1,Kaart,TAG,['barrier'],4438,0.011,0.879,41,0.134
13,t1,Microsoft,GEOMETRY,['highway'],3915,0.01,0.889,23,0.075
14,t1,Meta,GEOMETRY,['highway'],3626,0.009,0.898,19,0.062
15,t1,Kaart,DELETED,['highway'],3009,0.008,0.905,45,0.147
16,t1,Amazon,CREATED,['building'],2279,0.006,0.911,19,0.062
17,t1,Kaart,GEOMETRY,['building'],2229,0.006,0.917,29,0.094
18,t1,Apple,CREATED,['barrier'],2158,0.005,0.922,66,0.215
19,t1,Apple,NONE,['highway'],1960,0.005,0.927,79,0.257
0,t0,nc,CREATED,['building'],1034211,0.414,0.414,8595,0.761
1,t0,nc,GEOMETRY,['building'],357097,0.143,0.557,3442,0.305
2,t0,nc,NONE,['building'],317641,0.127,0.684,697,0.062
3,t0,nc,GEOMETRY,['highway'],137659,0.055,0.739,4836,0.428
4,t0,nc,CREATED,['highway'],121920,0.049,0.788,4639,0.411
5,t0,nc,DELETED,['building'],102551,0.041,0.829,1982,0.175
6,t0,nc,TAG,['highway'],43716,0.017,0.846,862,0.076
7,t0,nc,CREATED,['other'],35385,0.014,0.86,998,0.088
8,t0,nc,TAG,['building'],24662,0.01,0.87,428,0.038
9,t0,nc,DELETED,['other'],24335,0.01,0.88,266,0.024
10,t0,nc,DELETED,['highway'],21303,0.009,0.889,726,0.064
11,t0,nc,TAG_GEOMETRY,['highway'],20497,0.008,0.897,742,0.066
12,t0,nc,CREATED,['landuse'],17437,0.007,0.904,864,0.076
13,t0,nc,GEOMETRY,['waterway'],16578,0.007,0.91,1451,0.128
14,t0,nc,CREATED,['waterway'],16509,0.007,0.917,959,0.085
15,t0,nc,CREATED,['natural'],13879,0.006,0.923,716,0.063
16,t0,nc,CREATED,['amenity'],13141,0.005,0.928,751,0.066
17,t0,nc,CREATED,['place'],11192,0.004,0.932,154,0.014
18,t0,nc,TAG_GEOMETRY,['building'],8241,0.003,0.936,367,0.032
19,t0,nc,TAG,['place'],7149,0.003,0.938,140,0.012
0,t1,nc,CREATED,['building'],284785,0.309,0.309,813,0.394
1,t1,nc,GEOMETRY,['highway'],130135,0.141,0.45,780,0.378
2,t1,nc,CREATED,['highway'],126795,0.137,0.587,493,0.239
3,t1,nc,TAG,['highway'],59266,0.064,0.651,376,0.182
4,t1,nc,GEOMETRY,['building'],39409,0.043,0.694,483,0.234
5,t1,nc,CREATED,['landuse'],18064,0.02,0.714,237,0.115
6,t1,nc,TAG_GEOMETRY,['highway'],17617,0.019,0.733,222,0.108
7,t1,nc,DELETED,['building'],15371,0.017,0.749,266,0.129
8,t1,nc,CREATED,['natural'],14923,0.016,0.766,171,0.083
9,t1,nc,TAG,['building'],11980,0.013,0.779,241,0.117
10,t1,nc,NONE,['highway'],11708,0.013,0.791,217,0.105
11,t1,nc,CREATED,['barrier'],11442,0.012,0.804,106,0.051
12,t1,nc,CREATED,['place'],10484,0.011,0.815,101,0.049
13,t1,nc,DELETED,['highway'],9422,0.01,0.825,198,0.096
14,t1,nc,CREATED,['amenity'],9157,0.01,0.835,364,0.176
15,t1,nc,CREATED,['other'],7934,0.009,0.844,236,0.114
16,t1,nc,TAG,['amenity'],7231,0.008,0.852,229,0.111
17,t1,nc,CREATED,['waterway'],6110,0.007,0.858,139,0.067
18,t1,nc,GEOMETRY,['waterway'],5466,0.006,0.864,240,0.116
19,t1,nc,CREATED,['leisure'],5409,0.006,0.87,224,0.109
