,time_range,corporation,contrib_type,primary_osm_tag_keys,edits,edits_share,edits_cumulative_share,contributors,contributors_share
6,t1,nc,CREATED,['other'],33762,0.023,0.643,501,0.133
7,t1,nc,NONE,['highway'],32034,0.022,0.665,656,0.174
8,t1,nc,DELETED,['highway'],30872,0.021,0.686,423,0.112
9,t1,nc,TAG_GEOMETRY,['highway'],29008,0.02,0.706,590,0.157
10,t1,nc,NONE,['other'],25311,0.017,0.723,454,0.121
11,t1,nc,CREATED,['natural'],25277,0.017,0.74,411,0.109
12,t1,nc,CREATED,['amenity'],20948,0.014,0.755,1173,0.312
13,t1,nc,TAG,['amenity'],19525,0.013,0.768,954,0.254
14,t1,nc,GEOMETRY,['landuse'],17638,0.012,0.78,505,0.134
15,t1,nc,TAG,['public_transport' 'highway'],16651,0.011,0.791,286,0.076
16,t1,nc,TAG,['railway'],15640,0.011,0.802,66,0.018
17,t1,nc,CREATED,['man_made'],15129,0.01,0.812,248,0.066
18,t1,nc,CREATED,['landuse'],13960,0.01,0.822,322,0.086
19,t1,nc,TAG,['place'],13894,0.009,0.831,226,0.06
